TOKEN	NER	de_core_news_sm--03-26-06-08-38	/content/drive/MyDrive/NLP_Project_New/models/sermons_60it--03-26-06-15-17	dbmdz/bert-base-german-cased--03-26-06-43-39	/content/drive/MyDrive/NLP_Project_New/models/bert_base_german_cased_finetuned_3ep--03-26-07-51-24	dbmdz/flair-historic-ner-onb--03-26-08-44-50	dbmdz/flair-historic-ner-onb_finetuned_3ep_2e-5--03-26-09-37-54
werden	O	O	O	O	O	O	O
als	O	O	O	O	O	O	O
wann	O	O	O	O	O	O	O
wir	O	O	O	B-LOC	O	O	O
die	O	O	O	O	O	O	O
Hülff	O	O	O	O	O	O	O
gegen	O	O	O	O	O	O	O
B	O	B-LOC	O	O	O	O	O
3	O	I-LOC	O	O	O	O	O
den	O	O	O	O	O	O	O
abgestorbenen	O	O	O	O	O	O	O
Christglaubigen	O	O	O	O	O	O	O
auff	O	O	O	O	O	O	O
so	O	O	O	O	O	O	O
lange	O	O	O	O	O	O	O
Banck	O	O	O	O	O	O	O
schieben	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Der	O	O	O	B-LOC	O	O	O
Prophet	O	O	B-PER	O	O	O	O
Ljiljana	B-PER	O	O	O	B-PER	B-PER	B-PER
nachdem	O	O	O	O	O	O	O
er	O	O	O	B-PER	O	O	O
die	O	O	O	B-LOC	O	O	O
eyffrige	O	O	O	B-PER	O	O	O
Predig	O	B-LOC	O	B-LOC	O	O	O
in	O	O	O	B-PER	O	O	O
der	O	O	O	O	O	O	O
Statt	O	O	O	O	O	O	O
Ninive	B-LOC	O	B-LOC	B-LOC	B-LOC	O	B-LOC
vollzogen	O	O	O	B-PER	O	O	O
hat	O	O	O	B-LOC	O	O	O
sich	O	O	O	B-PER	O	O	O
vnweit	O	O	O	B-LOC	O	O	O
darvon	O	O	O	O	O	O	O
auff	O	B-PER	O	O	O	O	O
einen	O	O	O	B-PER	O	O	O
in	O	O	O	B-LOC	O	O	O
etwas	O	O	O	O	O	O	O
erhobenen	O	O	O	O	O	O	O
Bühl	O	O	O	O	O	O	O
begeben	O	O	O	O	O	O	O
seines	O	O	O	B-PER	O	O	O
Sinns	O	O	O	B-LOC	O	O	O
nach	O	O	O	O	O	O	O
den	O	O	O	O	O	O	O
vnfehlbahren	O	O	O	O	O	O	O
Untergang	O	O	O	O	O	O	O
vnnd	O	O	O	B-PER	O	O	O
Verherung	O	O	O	B-LOC	O	O	O
desselben	O	O	O	B-PER	O	O	O
Orths	O	B-PER	O	B-LOC	O	O	O
zuerwarten	O	O	O	O	O	O	O
wie	O	O	O	O	O	O	O
er	O	O	O	B-PER	O	O	O
sich	O	O	O	O	O	O	O
nun	O	O	O	B-LOC	O	O	O
daselbst	O	O	O	B-PER	O	O	O
nieder	O	O	O	B-LOC	O	O	O
gesetzt	O	O	O	B-PER	O	O	O
vnd	O	O	O	O	O	O	O
aber	O	O	O	O	O	O	O
von	O	O	O	B-LOC	O	O	O
der	O	O	O	O	O	O	O
Sonnen	O	B-LOC	O	O	O	O	O
gar	O	O	O	B-PER	O	O	O
zu	O	O	O	B-LOC	O	O	O
starck	O	B-PER	O	B-PER	O	O	O
angestralet	O	I-PER	O	B-LOC	O	O	O
wurde	O	O	O	B-PER	O	O	O
hat	O	O	O	O	O	O	O
ihm	O	O	O	O	O	O	O
Gott	O	O	O	B-LOC	O	B-PER	O
augenblicklich	O	O	O	O	O	O	O
einen	O	O	O	B-PER	O	O	O
großblättrigen	O	O	O	B-LOC	O	O	O
Kürbs	O	B-PER	O	O	O	O	O
Stock	O	O	O	B-PER	O	O	O
lassen	O	O	O	O	O	O	O
auffwachsen	O	O	O	B-LOC	O	O	O
vnter	O	O	O	O	O	O	O
dessen	O	O	O	B-PER	O	O	O
Schatten	O	O	O	B-LOC	O	O	O
er	O	O	O	B-PER	O	O	O
als	O	O	O	O	O	O	O
in	O	O	O	B-LOC	O	O	O
einem	O	O	O	B-PER	O	O	O
angenehmen	O	O	O	O	O	O	O
grünen	O	O	O	B-LOC	O	O	O
Lust	O	B-PER	O	O	O	O	O
Häusel	O	I-PER	O	O	O	O	O
wegen	O	O	O	O	O	O	O
abgematten	O	O	O	O	O	O	O
Leibs	O	B-PER	O	O	O	O	O
Kräfften	O	O	O	O	O	O	O
sanfft	O	O	O	O	O	O	O
eingeschlaffen	O	O	O	O	O	O	O
;	O	O	O	B-PER	O	O	O
Uber	O	O	O	B-LOC	O	O	O
diß	O	O	O	O	O	O	O
hat	O	O	O	O	O	O	O
ein	O	O	O	O	O	O	O
Wurm	O	O	O	O	O	O	O
auß	O	O	O	B-PER	O	O	O
Befehl	O	O	O	B-LOC	O	O	O
deß	O	O	O	B-PER	O	O	O
Allerhöchsten	O	O	O	B-LOC	O	O	O
den	O	O	O	O	O	O	O
Kürbes	O	O	O	O	O	O	O
abgebissen	O	O	O	O	O	O	O
wordurch	O	O	O	B-PER	O	O	O
er	O	O	O	O	O	O	O
alsobald	O	B-PER	O	B-LOC	O	O	O
verwelcket	O	O	O	B-PER	O	O	O
vnd	O	O	O	B-LOC	O	O	O
da	O	O	O	B-PER	O	O	O
die	O	O	O	B-LOC	O	O	O
auffgehende	O	O	O	O	O	O	O
Sonn	O	B-LOC	O	O	O	O	O
mit	O	O	O	B-PER	O	O	O
so	O	O	O	O	O	O	O
grossem	O	O	O	O	O	O	O
Ernst	O	B-PER	O	B-LOC	O	O	O
dem	O	O	O	B-PER	O	O	O
Gloria	B-PER	O	O	B-LOC	O	O	O
auff	O	O	O	O	O	O	O
das	O	O	O	O	O	O	O
Gesicht	O	O	O	O	O	O	O
spielte	O	O	O	O	O	O	O
ist	O	O	O	O	O	O	O
er	O	O	O	B-PER	O	O	O
darüber	O	O	O	B-LOC	O	O	O
erwacht	O	O	O	O	O	O	O
den	O	O	O	O	O	O	O
häuffigen	O	O	O	O	O	O	O
Schweiß	O	O	O	O	O	O	O
von	O	O	O	O	O	O	O
der	O	O	O	B-PER	O	O	O
Stirn	O	O	O	B-LOC	O	O	O
abgestrichen	O	O	O	B-PER	O	O	O
vnd	O	O	O	B-LOC	O	O	O
als	O	O	O	B-PER	O	O	O
er	O	O	O	O	O	O	O
wargenommen	O	O	O	B-LOC	O	O	O
daß	O	O	O	B-PER	O	O	O
ihm	O	O	O	O	O	O	O
ein	O	O	O	O	O	O	O
Wurm	O	O	O	B-LOC	O	O	O
solches	O	O	O	O	O	O	O
angethan	O	O	O	B-PER	O	O	O
hat	O	O	O	B-LOC	O	O	O
er	O	O	O	B-PER	O	O	O
sich	O	O	O	O	O	O	O
höchstermassen	O	O	O	B-LOC	O	O	O
gegen	O	O	O	O	O	O	O
Gott	O	O	O	O	O	B-PER	O
beklagt	O	O	O	O	O	O	O
auch	O	O	O	O	O	O	O
vnwillich	O	O	O	O	O	O	O
worden	O	O	O	B-PER	O	O	O
über	O	O	O	B-LOC	O	O	O
solchen	O	O	O	O	O	O	O
Wurm	O	O	O	O	O	O	O
das	O	O	O	B-PER	O	O	O
der	O	O	O	O	O	O	O
Prophet	O	O	B-PER	B-LOC	O	O	O
ihme	O	O	O	O	O	O	O
selbst	O	O	O	O	O	O	O
den	O	O	O	B-PER	O	O	O
Todt	O	B-PER	O	B-LOC	O	O	O
gewuntschen	O	O	O	B-PER	O	O	O
.	O	O	O	O	O	O	O
							
Pergit	O	B-PER	O	B-LOC	O	B-PER	O
S	O	I-PER	O	O	O	O	O
Pater	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
cantum	O	B-PER	O	O	O	O	O
quoque	O	I-PER	O	B-PER	O	O	O
figuratum	O	I-PER	O	B-LOC	O	O	O
sugillans	O	O	O	B-PER	O	O	O
ait	O	O	O	B-LOC	O	O	O
:	O	O	O	O	O	O	O
							
Grzegorz	B-PER	B-PER	O	B-PER	B-PER	B-PER	B-PER
Heinrich	I-PER	I-PER	O	O	O	O	O
,	O	O	O	B-LOC	O	O	O
Doctor	O	O	O	O	O	O	O
.	O	O	O	B-PER	O	O	O
							
die	O	O	O	B-LOC	O	O	O
ihr	O	O	O	B-PER	O	O	O
so	O	O	O	B-LOC	O	O	O
wohl	O	O	O	O	O	O	O
von	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
Natur	O	O	O	O	O	O	O
als	O	O	O	B-PER	O	O	O
von	O	O	O	B-LOC	O	O	O
den	O	O	O	O	O	O	O
Gebotten	O	O	O	O	O	O	O
GOttes	O	O	O	B-PER	O	B-PER	O
gewohnt	O	O	O	B-LOC	O	O	O
vnd	O	O	O	B-PER	O	O	O
gemahnet	O	O	O	B-LOC	O	O	O
werdt	O	B-PER	O	B-PER	O	O	O
den	O	O	O	O	O	O	O
Eltern	O	O	O	B-LOC	O	O	O
helffen	O	O	O	O	O	O	O
vnd	O	O	O	B-PER	O	O	O
ihrer	O	O	O	O	O	O	O
nicht	O	O	O	O	O	O	O
zu	O	O	O	O	O	O	O
vergessen	O	O	O	O	O	O	O
?	O	O	O	B-LOC	O	O	O
							
Jn	O	O	O	B-PER	O	O	O
beeden	O	O	O	O	O	O	O
Schenckerstrassen	B-LOC	O	O	B-LOC	B-LOC	B-LOC	O
hat	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
Todt	O	B-PER	O	O	O	O	O
nicht	O	O	O	O	O	O	O
vielen	O	O	O	O	O	O	O
das	O	O	O	O	O	O	O
Leben	O	O	O	O	O	O	O
geschenckt	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Einigkeit	O	O	O	B-LOC	O	O	O
ernehret	O	O	O	O	O	O	O
Uneinigkeit	O	O	O	O	O	O	O
verzehret	O	O	O	O	O	O	O
.	O	O	O	B-PER	O	O	O
							
10	O	O	O	B-LOC	O	O	O
43	O	O	O	O	O	O	O
Ja	O	O	O	O	O	O	O
wir	O	O	O	O	O	O	O
finden	O	O	O	O	O	O	O
auch	O	O	O	B-PER	O	O	O
einige	O	O	O	B-LOC	O	O	O
Convenients	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
Ubereinstimmung	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
beyden	O	O	O	O	O	O	O
Kirchen	O	O	O	O	O	O	O
in	O	O	O	B-PER	O	O	O
einigen	O	O	O	B-LOC	O	O	O
Ceremonien	O	O	O	B-PER	O	O	O
und	O	O	O	O	O	O	O
Gebräuchen	O	O	O	O	O	O	O
welche	O	O	O	B-LOC	O	O	O
zur	O	O	O	B-PER	O	O	O
Aedification	O	O	O	B-LOC	O	O	O
und	O	O	O	B-PER	O	O	O
Erbauung	O	O	O	B-LOC	O	O	O
dienen	O	O	O	B-PER	O	O	O
.	O	O	O	B-LOC	O	O	O
							
Als	O	O	O	B-PER	O	O	O
nach	O	O	O	O	O	O	O
etlichen	O	O	O	O	O	O	O
hundert	O	O	O	O	O	O	O
Jahren	O	O	O	O	O	O	O
ruhigere	O	O	O	B-LOC	O	O	O
Zeiten	O	O	O	B-PER	O	O	O
erfolgten	O	O	O	O	O	O	O
,	O	O	O	B-LOC	O	O	O
so	O	O	O	O	O	O	O
war	O	O	O	O	O	O	O
man	O	O	O	O	O	O	O
darauf	O	O	O	O	O	O	O
bedacht	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
den	O	O	O	B-PER	O	O	O
öffentlichen	O	O	O	B-LOC	O	O	O
Gottesdienst	O	O	O	B-PER	O	O	O
so	O	O	O	B-LOC	O	O	O
einzurichten	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
daß	O	O	O	B-PER	O	O	O
derselbe	O	O	O	O	O	O	O
prächtig	O	O	O	B-LOC	O	O	O
in	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
Sinne	O	O	O	O	O	O	O
fiel	O	O	O	B-PER	O	O	O
.	O	O	O	O	O	O	O
							
Mit	O	O	O	B-LOC	O	O	O
fröhlichen	O	O	O	O	O	O	O
Stimmen	O	O	O	O	O	O	O
dem	O	O	O	O	O	O	O
Schöpffer	O	O	O	O	O	O	O
Lob	O	O	O	O	O	O	O
singe	O	O	O	O	O	O	O
Und	O	O	O	O	O	O	O
mache	O	O	O	B-PER	O	O	O
ein	O	O	O	B-LOC	O	O	O
Vorspiel	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
himmlischen	O	O	O	O	O	O	O
Freud	O	B-PER	O	O	O	O	O
:	O	O	O	O	O	O	O
							
ja	O	O	O	B-LOC	O	O	O
dieses	O	O	O	O	O	O	O
alles	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O
eine	O	O	O	O	O	O	O
Marmor	O	O	O	O	O	O	O
Taffel	O	B-PER	O	O	O	O	O
gehauen	O	O	O	B-PER	O	O	O
und	O	O	O	B-LOC	O	O	O
nicht	O	O	O	B-PER	O	O	O
ferne	O	O	O	O	O	O	O
von	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
fürnehmsten	O	O	O	B-LOC	O	O	O
Kirch	O	O	O	O	O	O	O
Thür	O	B-LOC	O	B-PER	O	O	O
an	O	O	O	O	O	O	O
einem	O	O	O	O	O	O	O
ansehnlichen	O	O	O	O	O	O	O
Orte	O	O	O	O	O	O	O
an	O	O	O	B-LOC	O	O	O
der	O	O	O	O	O	O	O
Mauer	O	B-LOC	O	O	O	O	O
auffgerichtet	O	O	O	O	O	O	O
werden	O	O	O	B-PER	O	O	O
solte	O	O	O	B-LOC	O	O	O
.	O	O	O	B-PER	O	O	O
							
Ja	O	O	O	B-LOC	O	O	O
was	O	O	O	O	O	O	O
soll	O	O	O	B-PER	O	O	O
ich	O	O	O	O	O	O	O
sagen	O	O	O	O	O	O	O
?	O	O	O	B-LOC	O	O	O
							
Die	O	O	O	I-LOC	O	O	O
Andere	O	O	O	O	O	O	O
Bey	O	O	O	O	O	O	O
einweihung	O	O	O	O	O	O	O
deß	O	O	O	B-PER	O	O	O
lieblichen	O	O	O	O	O	O	O
Orgelwercks	O	O	O	B-LOC	O	O	O
daselbsten	O	O	O	B-PER	O	O	O
gehalten	O	O	O	B-LOC	O	O	O
den	O	O	O	B-PER	O	O	O
sibenzehenden	O	O	O	B-LOC	O	O	O
Junii	O	B-PER	O	O	O	O	O
Anno	O	I-PER	O	B-PER	O	B-PER	O
Domini	O	I-PER	O	B-LOC	O	O	O
M	O	I-PER	O	O	O	O	O
DC	O	I-PER	O	O	O	O	O
XXI	O	I-PER	O	O	O	O	O
Durch	O	O	O	O	O	O	O
Magistrum	O	B-PER	O	O	O	O	O
Hieronymvm	O	I-PER	O	O	B-PER	O	O
Theodoricvm	O	I-PER	O	O	O	B-PER	O
,	O	O	O	O	O	O	O
Limpurgischen	O	O	O	O	O	O	O
Pfarrern	O	O	O	B-PER	O	O	O
daselbsten	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Worauff	O	B-PER	O	B-LOC	O	O	O
will	O	O	O	B-PER	O	O	O
aber	O	O	O	O	O	O	O
dieser	O	O	O	O	O	O	O
spielende	O	O	O	B-LOC	O	O	O
Rosmarie	B-PER	O	O	O	B-PER	B-PER	O
vor	O	O	O	O	O	O	O
den	O	O	O	B-PER	O	O	O
Herrn	O	O	O	B-LOC	O	O	O
spielen	O	O	O	O	O	O	O
?	O	O	O	B-PER	O	O	O
							
Wie	O	O	O	B-LOC	O	O	O
manche	O	O	O	O	O	O	O
Zeit	O	O	O	B-PER	O	O	O
darüber	O	O	O	O	O	O	O
gestritten	O	O	O	B-LOC	O	O	O
so	O	O	O	O	O	O	O
sind	O	O	O	O	O	O	O
auch	O	O	O	O	O	O	O
mancherley	O	O	O	O	O	O	O
Meinung	O	O	O	O	O	O	O
davon	O	O	O	O	O	O	O
aufgezeichnet	O	O	O	B-PER	O	O	O
und	O	O	O	O	O	O	O
angeschrieben	O	O	O	O	O	O	O
;	O	O	O	O	O	O	O
Einige	O	O	O	B-LOC	O	O	O
nennen	O	O	O	B-PER	O	O	O
solch	O	O	O	O	O	O	O
musicalisches	O	O	O	B-LOC	O	O	O
Werck	O	O	O	B-PER	O	O	O
Boatum	O	O	O	B-LOC	O	B-PER	O
Missaticum	O	O	O	B-PER	O	O	O
ein	O	O	O	O	O	O	O
Bäpstisches	O	O	O	B-LOC	O	O	O
Meß	O	O	O	O	O	O	O
Gebrüll	O	O	O	O	O	O	O
als	O	O	O	B-PER	O	O	O
wenn	O	O	O	O	O	O	O
eben	O	O	O	O	O	O	O
von	O	O	O	O	O	O	O
den	O	O	O	B-LOC	O	O	O
Bäpstlern	O	B-LOC	O	O	O	O	O
und	O	O	O	B-PER	O	O	O
zum	O	O	O	O	O	O	O
Behuff	O	O	O	O	O	O	O
Jhrer	O	O	O	O	O	O	O
Mißbräuche	O	O	O	O	O	O	O
Orgeln	O	O	O	B-LOC	O	O	O
in	O	O	O	B-PER	O	O	O
den	O	O	O	O	O	O	O
Kirchen	O	O	O	B-LOC	O	O	O
eingeführet	O	O	O	B-PER	O	O	O
wären	O	O	O	O	O	O	O
?	O	O	O	O	O	O	O
							
Alles	O	O	O	B-LOC	O	O	O
was	O	O	O	O	O	O	O
Othem	O	O	O	O	O	B-PER	O
hat	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Es	O	O	O	B-LOC	O	O	O
findet	O	O	O	B-PER	O	O	O
sich	O	O	O	O	O	O	O
das	O	O	O	B-LOC	O	O	O
Cymbel	O	B-LOC	O	O	O	O	O
Register	O	O	O	O	O	O	O
auch	O	O	O	B-PER	O	O	O
bey	O	O	O	O	O	O	O
unser	O	O	O	O	O	O	O
Orgel	O	O	O	B-LOC	O	O	O
durchs	O	O	O	O	O	O	O
gantze	O	O	O	B-PER	O	O	O
Clavir	O	B-LOC	O	B-LOC	O	O	O
:	O	O	O	O	O	O	O
							
Sihe	O	B-PER	O	B-LOC	O	O	O
Mensch	O	I-PER	O	O	O	O	O
also	O	O	O	O	O	O	O
hast	O	O	O	O	O	O	O
du	O	O	O	B-PER	O	O	O
gesündiget	O	O	O	B-LOC	O	O	O
also	O	O	O	O	O	O	O
hast	O	O	O	O	O	O	O
du	O	O	O	B-PER	O	O	O
in	O	O	O	B-LOC	O	O	O
der	O	O	O	O	O	O	O
Tauffe	O	O	O	O	O	O	O
geschworen	O	O	O	O	O	O	O
du	O	O	O	B-PER	O	O	O
wollest	O	O	O	B-LOC	O	O	O
Gott	O	O	O	O	O	O	O
lieben	O	O	O	O	O	O	O
als	O	O	O	B-PER	O	O	O
deinen	O	O	O	O	O	O	O
Vater	O	O	O	B-LOC	O	O	O
ehren	O	O	O	B-PER	O	O	O
als	O	O	O	O	O	O	O
deinen	O	O	O	O	O	O	O
Gott	O	O	O	B-LOC	O	O	O
fürchten	O	O	O	B-PER	O	O	O
als	O	O	O	O	O	O	O
deinen	O	O	O	O	O	O	O
Herrn	O	O	O	B-LOC	O	O	O
ja	O	O	O	O	O	O	O
wie	O	O	O	O	O	O	O
unser	O	O	O	O	O	O	O
kurtzer	O	O	O	O	O	O	O
Begriff	O	O	O	B-PER	O	O	O
lautet	O	O	O	O	O	O	O
:	O	O	O	B-LOC	O	O	O
							
Lob	O	O	O	I-LOC	O	O	O
ihn	O	O	O	B-PER	O	O	O
mit	O	O	O	B-LOC	O	O	O
allen	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
von	O	O	O	B-PER	O	O	O
ihm	O	O	O	O	O	O	O
das	O	O	O	O	O	O	O
Leben	O	O	O	O	O	O	O
bekamen	O	O	O	O	O	O	O
.	O	O	O	B-LOC	O	O	O
							
Internè	O	O	O	I-LOC	O	O	O
,	O	O	O	O	O	O	O
Jnnerlich	O	B-PER	O	O	O	O	O
wenn	O	O	O	O	O	O	O
ein	O	O	O	B-PER	O	O	O
Christen	O	O	O	B-LOC	O	O	O
Mensch	O	O	O	O	O	O	O
auß	O	O	O	B-PER	O	O	O
wahrem	O	O	O	B-LOC	O	O	O
Erkentnüß	O	O	O	O	O	O	O
vnd	O	O	O	B-PER	O	O	O
Glauben	O	O	O	B-LOC	O	O	O
an	O	O	O	O	O	O	O
Christum	O	B-PER	O	O	O	O	O
Gottes	O	O	O	O	O	O	O
Güte	O	O	O	O	O	O	O
vnd	O	O	O	B-PER	O	O	O
Wolthat	O	B-LOC	O	B-LOC	O	O	O
betrachtet	O	O	O	O	O	O	O
vnd	O	O	O	B-PER	O	O	O
darüber	O	O	O	B-LOC	O	O	O
beweget	O	B-PER	O	O	O	O	O
muhtig	O	O	O	O	O	O	O
vnd	O	O	O	B-PER	O	O	O
frölich	O	O	O	B-LOC	O	O	O
wird	O	O	O	O	O	O	O
vnd	O	O	O	B-PER	O	O	O
bey	O	B-PER	O	O	O	O	O
sich	O	O	O	O	O	O	O
selbst	O	O	O	O	O	O	O
inn	O	O	O	O	O	O	O
seinem	O	O	O	O	O	O	O
Hertzen	O	O	O	B-LOC	O	O	O
Gott	O	O	O	O	O	O	O
dem	O	O	O	B-PER	O	O	O
Herrn	O	O	O	B-LOC	O	O	O
dancket	O	O	O	O	O	O	O
vnnd	O	O	O	B-PER	O	O	O
jhn	O	O	O	B-LOC	O	O	O
lobet	O	O	O	O	O	O	O
Daher	O	O	O	B-PER	O	O	O
Bernard	B-PER	B-PER	O	B-LOC	B-PER	B-PER	B-PER
offtern	O	O	O	O	O	O	O
seiner	O	O	O	B-PER	O	O	O
Seelen	O	O	O	O	O	O	O
zuspricht	O	O	O	O	O	O	O
Psalm	O	B-PER	O	B-LOC	O	O	O
103	O	O	O	O	O	O	O
Lobe	O	O	O	O	O	O	O
den	O	O	O	B-PER	O	O	O
Herrn	O	O	O	B-LOC	O	O	O
meine	O	O	O	B-PER	O	O	O
Seele	O	O	O	O	O	O	O
.	O	O	O	B-LOC	O	O	O
							
Nachmahls	O	O	O	I-LOC	O	O	O
aber	O	O	O	B-PER	O	O	O
sind	O	O	O	B-LOC	O	O	O
viel	O	O	O	O	O	O	O
aberglaubige	O	O	O	O	O	O	O
Mißbräuche	O	O	O	B-PER	O	O	O
im	O	O	O	O	O	O	O
Pabstthumb	O	O	O	B-LOC	O	B-LOC	O
mit	O	O	O	B-PER	O	O	O
eingeschoben	O	O	O	B-LOC	O	O	O
worden	O	O	O	B-PER	O	O	O
da	O	O	O	B-LOC	O	O	O
man	O	O	O	O	O	O	O
den	O	O	O	B-PER	O	O	O
verstorbenen	O	O	O	O	O	O	O
Heiligen	O	O	O	O	O	O	O
zu	O	O	O	B-LOC	O	O	O
Ehren	O	O	O	B-PER	O	O	O
Kirchen	O	O	O	B-LOC	O	O	O
erbauet	O	O	O	B-PER	O	O	O
und	O	O	O	B-LOC	O	O	O
dieselbe	O	O	O	B-PER	O	O	O
mit	O	O	O	B-LOC	O	O	O
sonderbaren	O	O	O	O	O	O	O
Ceremonien	O	O	O	B-PER	O	O	O
eingeweyhet	O	O	O	O	O	O	O
;	O	O	O	O	O	O	O
wie	O	O	O	B-LOC	O	O	O
auch	O	O	O	B-PER	O	O	O
Jährliche	O	B-PER	O	B-LOC	O	O	O
Renovalia	O	I-PER	O	O	O	O	O
gehalten	O	O	O	B-PER	O	O	O
mit	O	O	O	B-LOC	O	O	O
Seelmessen	O	O	O	B-PER	O	O	O
Ablaß	O	O	O	B-LOC	O	O	O
geweyhten	O	O	O	B-PER	O	O	O
Kertzen	O	O	O	B-LOC	O	O	O
und	O	O	O	O	O	O	O
Zeigung	O	O	O	B-PER	O	O	O
vieler	O	O	O	B-LOC	O	O	O
Heiligthümer	O	O	O	B-PER	O	O	O
:	O	O	O	O	O	O	O
							
Glaubst	O	B-PER	O	B-PER	O	O	O
Du	O	I-PER	O	O	O	O	O
den	O	O	O	O	O	O	O
Aposteln	O	O	O	O	O	O	O
Jesu	O	B-PER	B-PER	O	B-PER	B-PER	B-PER
Christi	O	I-PER	I-PER	O	O	O	O
,	O	O	O	B-LOC	O	O	O
ja	O	O	O	B-PER	O	O	O
Jesu	O	B-PER	B-PER	O	B-PER	B-PER	O
Christo	O	I-PER	I-PER	B-LOC	O	O	O
selbst	O	O	O	O	O	O	O
?	O	O	O	O	O	O	O
							
leben	O	O	O	B-LOC	O	O	O
hier	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O
dieser	O	O	O	O	O	O	O
Welt	O	O	O	B-PER	O	O	O
recht	O	O	O	B-LOC	O	O	O
als	O	O	O	B-PER	O	O	O
in	O	O	O	O	O	O	O
einem	O	O	O	O	O	O	O
Jammerthal	O	B-LOC	O	B-LOC	O	O	O
:	O	O	O	O	O	O	O
							
Bis	O	O	O	B-PER	O	O	O
wir	O	O	O	O	O	O	O
zu	O	O	O	B-LOC	O	O	O
den	O	O	O	O	O	O	O
Engel	O	O	O	O	O	B-LOC	O
Schaaren	O	O	O	O	O	O	O
Werden	O	O	O	O	O	O	O
freudenreich	O	O	O	O	O	O	O
hinfahren	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
Singen	O	B-LOC	O	B-PER	O	O	O
in	O	O	O	O	O	O	O
dem	O	O	O	O	O	O	O
Himmels	O	O	O	B-LOC	O	O	O
Saal	O	O	O	B-PER	O	B-LOC	O
Halleluja	O	O	O	O	O	O	O
allzumal	O	O	O	B-LOC	O	O	O
.	O	O	O	O	O	O	O
							
arripit	O	O	O	B-LOC	O	O	O
hospes	O	O	O	O	O	O	O
Pro	O	O	O	O	O	O	O
Ganza	O	O	O	O	O	B-PER	O
Cygnum	O	O	O	O	O	O	O
deficiente	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
Intendens	O	B-LOC	O	O	O	O	O
ferrô	O	O	O	O	O	O	O
letalia	O	O	O	O	O	O	O
vulnera	O	O	O	B-PER	O	O	O
collo	O	O	O	B-LOC	O	O	O
;	O	O	O	B-PER	O	O	O
Gutture	O	O	O	B-LOC	O	B-PER	O
flexibili	O	O	O	O	O	O	O
tunc	O	O	O	O	O	O	O
modulatur	O	O	O	O	O	O	O
Olor	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
CXV	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
5	O	O	O	O	O	O	O
6	O	O	O	O	O	O	O
7	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O
Dieser	O	O	O	O	O	O	O
lieset	O	O	O	O	O	O	O
i	O	O	O	O	O	O	O
Lidija	B-PER	O	O	O	B-PER	B-PER	B-PER
im	O	O	O	O	O	O	O
Buche	O	O	O	O	O	O	O
jener	O	O	O	B-PER	O	O	O
schwatzt	O	O	O	B-LOC	O	O	O
eines	O	O	O	O	O	O	O
mit	O	O	O	O	O	O	O
seinen	O	O	O	B-PER	O	O	O
Nachbar	O	O	O	B-LOC	O	O	O
.	O	O	O	O	O	O	O
							
Erbarkeit	O	O	O	B-LOC	O	O	O
verlieren	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
dadurch	O	O	O	O	O	O	O
einem	O	O	O	B-PER	O	O	O
ohne	O	O	O	B-LOC	O	O	O
dem	O	O	O	O	O	O	O
übel	O	O	O	O	O	O	O
inclinirenden	O	O	O	O	O	O	O
humeur	O	O	O	O	O	O	O
zur	O	O	O	O	O	O	O
Freyheit	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
Uppigkeit	O	O	O	O	O	O	O
und	O	O	O	B-PER	O	O	O
liederlichem	O	O	O	B-LOC	O	O	O
Wesen	O	O	O	O	O	O	O
Vorschub	O	O	O	B-PER	O	O	O
thun	O	O	O	B-LOC	O	O	O
;	O	O	O	B-PER	O	O	O
und	O	O	O	B-LOC	O	O	O
daher	O	O	O	O	O	O	O
sich	O	O	O	B-PER	O	O	O
mit	O	O	O	B-LOC	O	O	O
leichtfertigen	O	O	O	O	O	O	O
Madrigalen	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
